fsd_no;fsd_vr;fsd_id;fsd_li;v1_1;v1_2;v1_3;v1_4;v1_5;v1_6;v2;v3_1;v3_2;v3_3;v3_4;v3_5;v4_1;v4_2;v4_3;v4_4;v5_1;v5_2;v5_3;v5_4;bv1;bv2;bv3_1;bv3_2;bv3_3;bv3_4;bv3_5;bv3_6;bv3_7;bv3_8;bv4;bv5;bv6
3077;2;5537;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;2;1;2;64; ; ; ; ; ;7; ; ;3;5;,78522
3077;2;5538;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;4;3;2;70; ; ; ; ; ;3; ; ;5;5;,877836
3077;2;5539;(A) openly available for all users without registration (CC BY 4.0);2;2;2;9;2;2;1;2;2;3;2;1;2;2;3;4;1;1;1;1;1;62; ; ; ; ; ;5; ; ;4;5;,651184
3077;2;5540;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;9;2;2;3;2;2;1;2;9;4;4;4;2;1;2;2;69; ; ; ; ; ;9; ; ;4;5;3,563791
3077;2;5541;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;1;1;3;1;3;3;2;2;4;2;3;3;2;2;1;1;28; ; ; ; ; ;6; ; ;4;5;,825828
3077;2;5542;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;1;2;2;5;2;2;2;3;2;1;2;4;2;1;3;2;2;68; ; ; ; ; ;9; ; ;9;5;,733003
3077;2;5543;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;1;1;1;3;1;2;1;2;2;1;3;2;2;1;1;1;25; ; ; ; ; ;9; ; ;6;5;,72702
3077;2;5544;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;1;1;1;2;3;3;1;2;3;2;4;2;2;1;1;3;1;58; ; ; ; ; ;9; ; ;3;5;,843059
3077;2;5545;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;1;3;1;1;2;4;1;1;1;2;1;1;3;2;33; ; ; ; ; ;3; ; ;7;5;,721024
3077;2;5546;(A) openly available for all users without registration (CC BY 4.0);2;1;9;1;2;1;9;1;1;2;2;2;3;9;3;2;1;1;2;3;1;38; ; ; ; ; ;5; ; ;5;5;,5273
3077;2;5547;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;2;2;3;2;3;2;1;2;4;2;4;2;1;1;2;2;56; ; ; ; ; ;9; ; ;5;5;,744583
3077;2;5548;(A) openly available for all users without registration (CC BY 4.0);9;1;9;1;1;1;1;2;2;2;1;1;9;9;2;3;2;2;2;2;2;80; ; ; ; ; ;9; ; ;4;5;,733003
3077;2;5549;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;1;3;3;2;1;2;2;2;3;2;2;2;1;1;29; ; ; ; ; ;8; ; ;4;5;1,24931
3077;2;5550;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;1;1;3;3;2;1;3;2;4;2;2;1;1;2;1;27; ; ; ; ; ;6; ; ;4;5;,825828
3077;2;5551;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;1;2;3;3;2;3;2;2;3;3;2;2;1;2;1;1;37; ; ; ; ; ;4; ; ;5;5;,621335
3077;2;5552;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;9;3;3;1;1;1;4;2;2;1;2;1;3;2;1;60; ; ; ; ; ;5; ; ;2;5;,569472
3077;2;5553;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;5;3;2;4;1;1;2;2;1;2;2;1;1;2;43; ; ; ; ; ;4; ; ;4;5;,547969
3077;2;5554;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;2;3;2;1;1;4;2;4;4;1;2;4;1;2;54; ; ; ; ; ;8; ; ;3;5;1,27949
3077;2;5555;(A) openly available for all users without registration (CC BY 4.0);9;1;2;1;1;1;1;2;3;2;2;1;2;4;2;2;1;1;1;1;2;49; ; ; ; ; ;8; ; ;4;5;1,27949
3077;2;5556;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;9;1;1;2;1;2;2;2;3;3;9;1;1;2;2;21; ; ; ; ; ;1; ; ;9;5;1,058385
3077;2;5557;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;2;2;1;1;1;3;4;3;4;3;2;1;2;2;64; ; ; ; ; ;4; ; ;4;5;,592647
3077;2;5558;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;2;1;2;2;4;2;1;1;2;3;4;3;4;1;2;2;39; ; ; ; ; ;6; ; ;9;5;,782017
3077;2;5559;(A) openly available for all users without registration (CC BY 4.0);1;9;2;1;1;1;2;1;1;4;3;9;1;9;2;4;3;2;1;2;2;33; ; ; ; ; ;9; ; ;4;5;,688451
3077;2;5560;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;2;1;1;3;1;1;2;1;3;1;2;3;4;3;1;1;48; ; ; ; ; ;6; ; ;4;5;,957638
3077;2;5561;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;2;3;1;1;3;1;1;4;2;3;2;2;1;2;2;1;18; ; ; ; ; ;3; ; ;3;5;,761418
3077;2;5562;(A) openly available for all users without registration (CC BY 4.0);9;1;1;2;2;1;2;2;2;1;1;2;2;2;2;2;2;1;9;1;1;70; ; ; ; ; ;3; ; ;9;5;,767071
3077;2;5563;(A) openly available for all users without registration (CC BY 4.0);9;1;1;2;1;1;1;5;3;1;1;2;1;2;3;1;2;4;1;1;2;64; ; ; ; ; ;9; ; ;5;5;,744583
3077;2;5564;(A) openly available for all users without registration (CC BY 4.0);9;2;1;1;1;1;2;1;1;3;3;1;1;1;3;1;2;2;2;1;2;41; ; ; ; ; ;2; ; ;5;5;,90667
3077;2;5565;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;1;1;4;1;9;2;2;1;2;9;2;1;2;1;2;2;1;26; ; ; ; ; ;9; ; ;2;5;,72702
3077;2;5566;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;1;9;1;1;2;1;1;2;3;9;3;9;1;1;9;2;1;22; ; ; ; ; ;8; ; ;4;5;1,361734
3077;2;5567;(A) openly available for all users without registration (CC BY 4.0);9;2;1;1;1;1;2;1;3;1;1;3;2;3;9;2;1;1;3;3;1;56; ; ; ; ; ;9; ; ;4;5;,843059
3077;2;5568;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;2;1;1;1;1;1;1;4;1;3;2;1;1;3;1;1;53; ; ; ; ; ;8; ; ;4;5;1,44871
3077;2;5569;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;2;1;1;2;2;2;2;4;9;9;3;9;9;9;9;2;78; ; ; ; ; ;4; ; ;4;5;,58343
3077;2;5570;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;9;1;3;2;4;2;1;3;2;4;2;9;4;2;4;1;24; ; ; ; ; ;1; ; ;5;5;,957465
3077;2;5571;(A) openly available for all users without registration (CC BY 4.0);1;9;9;1;2;9;1;1;1;2;2;1;3;3;2;4;4;1;1;4;2;66; ; ; ; ; ;8; ; ;9;5;1,43873
3077;2;5572;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;3;3;2;2;1;2;2;2;3;3;1;1;2;1;57; ; ; ; ; ;8; ; ;5;5;1,579078
3077;2;5573;(A) openly available for all users without registration (CC BY 4.0);9;1;2;2;9;1;2;3;3;3;3;1;2;1;3;2;3;1;1;1;2;73; ; ; ; ; ;7; ; ;3;5;,832624
3077;2;5574;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;1;2;2;3;2;2;3;3;2;2;3;1;1;1;2;41; ; ; ; ; ;7; ; ;4;5;,782017
3077;2;5575;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;3;2;2;3;2;66; ; ; ; ; ;3; ; ;4;5;,767684
3077;2;5576;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;2;3;1;2;1;2;49; ; ; ; ; ;6; ; ;4;5;,845778
3077;2;5577;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;2;3;2;1;1;2;79; ; ; ; ; ;5; ; ;5;5;,495132
3077;2;5578;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;1;9;2;1;3;3;1;2;9;4;3;2;3;2;3;2;31; ; ; ; ; ;9; ; ;3;5;,688451
3077;2;5579;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;1;2;1;3;2;2;1;1;1;3;3;2;1;1;1;1;63; ; ; ; ; ;8; ; ;4;5;1,654747
3077;2;5580;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;1;1;1;1;2;9;2;2;2;1;2;2;2;57; ; ; ; ; ;6; ; ;2;5;,845778
3077;2;5581;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;2;45; ; ; ; ; ;5; ; ;2;5;,502954
3077;2;5582;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;9;1;2;1;9;2;5;1;1;2;2;1;2;2;4;1;2;44; ; ; ; ; ;3; ; ;5;5;,721024
3077;2;5583;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;9;1;9;1;1;1;1;1;1;9;1;1;2;3;2;77; ; ; ; ; ;9; ; ;7;5;,733003
3077;2;5584;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;63; ; ; ; ; ;4; ; ;5;5;,592647
3077;2;5585;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;2;58; ; ; ; ; ;9; ; ;9;5;,744583
3077;2;5586;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;49; ; ; ; ; ;9; ; ;9;5;,843059
3077;2;5587;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;1;1;2;2;3;3;2;1;2;3;9;9;2;1;2;1;24; ; ; ; ; ;4; ; ;4;5;,578668
3077;2;5588;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;2;1;2;9;1;4;1;1;4;2;3;1;3;1;9;9;1;39; ; ; ; ; ;4; ; ;5;5;,621335
3077;2;5589;(A) openly available for all users without registration (CC BY 4.0);2;1;1;9;1;1;2;3;3;5;2;2;9;2;2;1;1;1;1;2;2;52; ; ; ; ; ;2; ; ;4;5;,980595
3077;2;5590;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;1;2;1;1;1;1;1;1;3;3;2;2;1;2;54; ; ; ; ; ;6; ; ;3;5;,845778
3077;2;5591;(A) openly available for all users without registration (CC BY 4.0);1;2;9;9;2;1;2;3;1;2;3;1;2;9;2;1;2;1;2;1;1;38; ; ; ; ; ;8; ; ;5;5;1,532202
3077;2;5592;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;1;1;1;1;3;2;1;2;2;3;3;1;1;3;2;1;52; ; ; ; ; ;5; ; ;2;5;,569472
3077;2;5593;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;9;1;1;1;2;2;1;2;4;3;2;4;9;2;2;1;2;46; ; ; ; ; ;4; ; ;9;5;,592647
3077;2;5594;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;2;1;2;2;4;3;1;1;2;3;9;4;4;1;1;1;1;70; ; ; ; ; ;4; ; ;7;5;,582965
3077;2;5595;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;2;1;2;1;2;2;9;9;9;9;9;9;9;9;1;42; ; ; ; ; ;9; ; ;3;5;,780625
3077;2;5596;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;1;2;2;5;5;2;1;1;9;4;3;9;1;9;2;1;46; ; ; ; ; ;7; ; ;6;5;,957638
3077;2;5597;(A) openly available for all users without registration (CC BY 4.0);2;2;1;2;2;9;2;2;3;9;2;3;1;9;9;9;3;1;9;9;1;71; ; ; ; ; ;2; ; ;4;5;,964574
3077;2;5598;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;1;9;1;1;2;1;1;4;4;9;9;2;1;1;3;2;49; ; ; ; ; ;9; ; ;9;5;,744583
3077;2;5599;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;2;4;1;2;2;1;4;4;3;4;2;4;2;1;2;27; ; ; ; ; ;3; ; ;4;5;,841674
3077;2;5600;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;2;1;1;1;1;44; ; ; ; ; ;4; ; ;4;5;,621335
3077;2;5601;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;9;1;1;1;1;1;2;3;4;4;1;1;2;2;1;55; ; ; ; ; ;9; ; ;3;5;,843059
3077;2;5602;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;1;2;1;3;2;1;2;1;3;2;1;4;2;3;1;2;37; ; ; ; ; ;5; ; ;7;5;,465037
3077;2;5603;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;2;1;1;3;2;3;4;3;3;2;2;2;3;1;1;26; ; ; ; ; ;5; ; ;1;5;,49109
3077;2;5604;(A) openly available for all users without registration (CC BY 4.0);1;2;9;1;1;1;1;3;1;2;1;2;3;4;2;2;1;4;2;2;1;39; ; ; ; ; ;9; ; ;4;5;,780625
3077;2;5605;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;2;2;1;1;9;1;2;1;2;2;2;1;1;2;2;2;41; ; ; ; ; ;9; ; ;9;5;,688451
3077;2;5606;(A) openly available for all users without registration (CC BY 4.0);9;2;2;9;2;9;2;2;3;2;2;2;4;9;9;9;4;9;3;9;2;18; ; ; ; ; ;3; ; ;1;5;,841674
3077;2;5607;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;1;2;3;1;1;1;1;4;2;4;3;2;4;2;66; ; ; ; ; ;4; ; ;4;5;,58343
3077;2;5608;(A) openly available for all users without registration (CC BY 4.0);1;9;2;1;1;1;2;1;2;2;2;2;2;9;2;1;4;2;3;2;2;45; ; ; ; ; ;8; ; ;4;5;1,46146
3077;2;5609;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;9;2;1;2;1;3;1;1;2;4;2;1;4;9;9;1;1;49; ; ; ; ; ;4; ; ;4;5;,671028
3077;2;5610;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;2;3;2;2;2;1;2;3;2;3;4;2;1;1;32; ; ; ; ; ;7; ; ;5;5;,886719
3077;2;5611;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;2;9;4;2;1;2;2;3;9;2;3;2;2;2;2;2;1;53; ; ; ; ; ;8; ; ;3;5;1,654747
3077;2;5612;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;2;2;2;1;3;9;2;1;9;2;2;2;4;2;3;1;48; ; ; ; ; ;5; ; ;4;5;,569472
3077;2;5613;(A) openly available for all users without registration (CC BY 4.0);9;1;2;1;2;1;1;5;3;4;1;1;2;4;2;2;2;1;2;1;2;34; ; ; ; ; ;1; ; ;2;5;,90667
3077;2;5614;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;1;1;1;1;2;2;2;1;3;3;2;2;2;2;2;1;2;60; ; ; ; ; ;3; ; ;3;5;,779812
3077;2;5615;(A) openly available for all users without registration (CC BY 4.0);9;2;2;2;1;1;1;3;3;2;2;2;2;4;2;3;2;2;2;2;1;60; ; ; ; ; ;8; ; ;3;5;1,579078
3077;2;5616;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;1;2;2;1;3;2;1;1;9;2;1;2;2;2;2;1;20; ; ; ; ; ;3; ; ;3;5;,761418
3077;2;5617;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;9;1;3;2;3;2;1;2;1;2;3;9;2;4;1;2;68; ; ; ; ; ;7; ; ;4;5;1,423289
3077;2;5618;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;1;9;2;2;1;3;2;1;2;1;2;4;1;1;1;2;35; ; ; ; ; ;5; ; ;4;5;,794935
3077;2;5619;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;1;1;2;1;1;2;2;2;3;4;4;2;1;3;1;1;42; ; ; ; ; ;8; ; ;4;5;2,499379
3077;2;5620;(A) openly available for all users without registration (CC BY 4.0);9;2;2;1;2;1;2;2;3;1;2;1;2;2;2;3;4;2;2;3;2;69; ; ; ; ; ;9; ; ;4;5;1,252996
3077;2;5621;(A) openly available for all users without registration (CC BY 4.0);1;1;9;1;2;9;2;2;2;3;2;3;3;9;2;2;4;4;9;4;2;80; ; ; ; ; ;4; ; ;7;5;,997316
3077;2;5622;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;1;1;1;3;4;1;1;1;3;2;4;2;1;9;1;2;53; ; ; ; ; ;2; ; ;4;5;1,67623
3077;2;5623;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;1;3;1;2;1;2;1;2;2;3;2;1;1;1;2;42; ; ; ; ; ;9; ; ;4;5;1,176838
3077;2;5624;(A) openly available for all users without registration (CC BY 4.0);1;2;1;2;2;1;1;1;2;3;1;1;2;2;3;2;2;1;2;1;1;51; ; ; ; ; ;5; ; ;4;5;,973457
3077;2;5625;(A) openly available for all users without registration (CC BY 4.0);9;2;2;2;1;1;2;2;3;3;3;1;1;2;3;2;2;1;9;1;2;45; ; ; ; ; ;4; ; ;3;5;1,013072
3077;2;5626;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;1;1;1;1;1;3;2;3;1;1;1;2;1;2;58; ; ; ; ; ;4; ; ;3;5;1,013072
3077;2;5627;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;2;1;2;2;2;5;3;1;4;4;2;9;4;1;2;2;2;32; ; ; ; ; ;3; ; ;4;5;,888067
3077;2;5628;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;2;1;1;2;1;2;1;2;2;4;3;2;4;2;3;9;1;28; ; ; ; ; ;2; ; ;5;5;1,179285
3077;2;5629;(A) openly available for all users without registration (CC BY 4.0);1;2;9;2;2;1;1;2;1;4;1;2;1;2;3;1;4;1;2;2;1;28; ; ; ; ; ;4; ; ;4;5;,712731
3077;2;5630;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;1;1;2;1;3;4;3;4;2;3;1;9;1;1;28; ; ; ; ; ;4; ; ;5;5;,712731
3077;2;5631;(A) openly available for all users without registration (CC BY 4.0);1;1;9;1;2;1;2;1;2;3;1;2;2;3;2;2;3;1;1;1;1;74; ; ; ; ; ;7; ; ;4;5;1,024704
3077;2;5632;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;9;2;4;1;2;2;1;2;4;3;1;3;2;2;2;1;47; ; ; ; ; ;5; ; ;5;5;,701405
3077;2;5633;(A) openly available for all users without registration (CC BY 4.0);2;1;1;1;1;2;2;1;2;2;2;1;4;3;3;3;2;1;1;1;2;67; ; ; ; ; ;8; ; ;3;5;1,691015
3077;2;5634;(A) openly available for all users without registration (CC BY 4.0);9;2;1;1;2;1;2;2;2;3;3;1;1;2;3;2;2;1;1;1;2;25; ; ; ; ; ;6; ; ;2;5;1,124363
3077;2;5635;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;2;1;2;1;1;2;2;1;4;2;1;2;1;1;9;2;1;74; ; ; ; ; ;7; ; ;5;5;1,024704
3077;2;5636;(A) openly available for all users without registration (CC BY 4.0);1;1;2;9;2;1;2;1;2;4;3;2;9;2;2;1;1;1;4;4;2;69; ; ; ; ; ;4; ; ;7;5;,718596
3077;2;5637;(A) openly available for all users without registration (CC BY 4.0);2;1;2;2;1;1;2;3;5;5;5;3;3;4;4;4;4;4;3;4;1;24; ; ; ; ; ;5; ; ;5;5;,604863
3077;2;5638;(A) openly available for all users without registration (CC BY 4.0);1;1;9;1;1;9;2;2;2;1;1;1;1;1;3;1;4;1;3;1;2;44; ; ; ; ; ;9; ; ;4;5;,847947
3077;2;5639;(A) openly available for all users without registration (CC BY 4.0);2;2;1;1;2;1;2;1;1;2;1;1;1;4;1;1;4;4;1;4;2;79; ; ; ; ; ;4; ; ;3;5;,718596
3077;2;5640;(A) openly available for all users without registration (CC BY 4.0);2;1;9;1;2;1;1;2;1;2;1;9;9;3;3;2;2;1;2;1;1;63; ; ; ; ; ;4; ; ;9;5;,826488
3077;2;5641;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;2;9;2;2;2;2;2;9;2;1;3;1;1;1;1;2;81; ; ; ; ; ;4; ; ;4;5;,718596
3077;2;5642;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;2;1;1;1;3;2;1;9;2;2;1;3;1;3;2;1;2;41; ; ; ; ; ;4; ; ;2;5;,674919
3077;2;5643;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;1;1;1;1;2;3;1;3;2;1;2;2;1;2;4;1;1;37; ; ; ; ; ;5; ; ;5;5;,649461
3077;2;5644;(A) openly available for all users without registration (CC BY 4.0);1;2;9;2;2;2;2;1;2;1;4;2;4;2;1;2;1;3;1;1;1;95; ; ; ; ; ;4; ; ;5;5;,718022
3077;2;5645;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;2;2;1;4;2;4;3;2;1;2;1;1;2;2;2;23; ; ; ; ; ;3; ; ;9;5;1,036669
3077;2;5646;(A) openly available for all users without registration (CC BY 4.0);1;1;9;1;1;2;2;1;3;3;9;4;2;2;2;2;4;1;1;3;2;23; ; ; ; ; ;4; ; ;4;5;,878168
3077;2;5647;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;1;1;2;2;1;1;1;2;1;2;1;9;2;3;2;2;2;50; ; ; ; ; ;3; ; ;4;5;1,070574
3077;2;5648;(A) openly available for all users without registration (CC BY 4.0);1;1;2;1;1;1;1;1;2;1;2;1;1;2;3;2;2;1;2;1;2;76; ; ; ; ; ;9; ; ;5;5;1,006312
3077;2;5649;(A) openly available for all users without registration (CC BY 4.0);2;2;9;1;2;1;1;1;2;1;1;3;1;1;3;2;2;1;2;1;2;45; ; ; ; ; ;7; ; ;3;5;1,161137
3077;2;5650;(A) openly available for all users without registration (CC BY 4.0);1;1;2;2;1;1;3;2;2;1;1;1;2;4;1;9;1;1;2;3;1;47; ; ; ; ; ;9; ; ;9;5;1,157403
3077;2;5651;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;1;1;2;3;2;3;2;2;2;2;3;2;3;3;1;2;31; ; ; ; ; ;7; ; ;4;5;1,073602
3077;2;5652;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;2;1;1;1;1;1;2;2;2;2;2;3;1;1;1;56; ; ; ; ; ;4; ; ;9;5;,92123
3077;2;5653;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;2;1;2;1;2;1;1;1;9;4;3;4;1;1;1;3;2;66; ; ; ; ; ;5; ; ;4;5;,679747
3077;2;5654;(A) openly available for all users without registration (CC BY 4.0);1;9;2;9;1;1;1;1;2;1;4;1;3;2;2;2;2;2;1;2;1;27; ; ; ; ; ;5; ; ;2;5;2,571775
3077;2;5655;(A) openly available for all users without registration (CC BY 4.0);2;1;2;9;1;1;2;1;2;1;1;1;2;2;1;3;3;3;1;4;1;73; ; ; ; ; ;1; ; ;3;5;5,051346
3077;2;5656;(A) openly available for all users without registration (CC BY 4.0);9;1;2;1;1;2;1;1;2;4;1;3;4;2;3;9;2;1;1;1;2;23; ; ; ; ; ;5; ; ;9;5;2,84285
3077;2;5657;(A) openly available for all users without registration (CC BY 4.0);9;2;2;1;1;1;1;1;2;3;1;1;9;3;2;3;2;1;3;1;2;37; ; ; ; ; ;5; ; ;9;5;2,43534
3077;2;5658;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;1;1;1;4;2;1;1;1;9;2;3;2;2;2;3;1;2;52; ; ; ; ; ;4; ; ;9;5;3,103616
3077;2;5659;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;1;3;3;2;2;1;4;3;9;2;9;2;9;2;1;65; ; ; ; ; ;8; ; ;3;5;1,461009
3077;2;5660;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;1;1;1;4;1;3;2;1;2;1;2;1;4;1;9;2;1;31; ; ; ; ; ;4; ; ;2;5;,661719
3077;2;5661;(A) openly available for all users without registration (CC BY 4.0);2;2;9;1;1;1;1;2;1;2;1;3;4;2;3;2;3;3;1;2;2;41; ; ; ; ; ;4; ; ;5;5;,583585
3077;2;5662;(A) openly available for all users without registration (CC BY 4.0);2;2;2;2;2;9;9;1;3;1;2;1;9;9;2;2;2;1;1;2;2;29; ; ; ; ; ;7; ; ;3;5;,972207
3077;2;5663;(A) openly available for all users without registration (CC BY 4.0);9;1;2;2;1;1;2;2;1;3;1;3;3;3;3;2;1;2;4;2;2;43; ; ; ; ; ;6; ; ;4;5;,832845
3077;2;5664;(A) openly available for all users without registration (CC BY 4.0);1;2;1;1;1;1;2;2;3;3;2;1;2;1;2;4;4;3;3;4;1;71; ; ; ; ; ;8; ; ;7;5;1,461009
3077;2;5665;(A) openly available for all users without registration (CC BY 4.0);2;9;9;2;2;1;2;1;2;3;1;1;1;2;3;2;3;1;3;2;2;78; ; ; ; ; ;7; ; ;9;5;,886742
3077;2;5666;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;2;2;1;2;4;2;2;3;1;3;2;3;1;9;9;2;61; ; ; ; ; ;7; ; ;4;5;,900751
3077;2;5667;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;2;1;2;1;1;1;9;3;2;2;3;1;2;9;1;3;1;52; ; ; ; ; ;4; ; ;3;5;,714643
3077;2;5668;(A) openly available for all users without registration (CC BY 4.0);1;1;1;2;2;2;1;1;1;4;1;1;4;3;4;2;1;1;3;1;1;46; ; ; ; ; ;4; ; ;3;5;,714643
3077;2;5669;(A) openly available for all users without registration (CC BY 4.0);1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;40; ; ; ; ; ;2; ; ;4;5;,9656
3077;2;5670;(A) openly available for all users without registration (CC BY 4.0);1;2;2;1;1;1;1;1;1;2;1;2;2;2;2;2;9;1;1;9;1;36; ; ; ; ; ;4; ; ;9;5;,661719
3077;2;5671;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;9;1;1;3;1;3;1;4;1;3;2;4;2;4;2;1;47; ; ; ; ; ;2; ; ;3;5;1,182448
3077;2;5672;(A) openly available for all users without registration (CC BY 4.0);1;1;1;9;2;1;1;3;2;2;2;1;4;2;1;2;4;1;1;1;1;68; ; ; ; ; ;4; ; ;5;5;,620855
3077;2;5673;(A) openly available for all users without registration (CC BY 4.0);1;2;2;2;2;1;1;1;1;2;2;2;2;2;2;1;3;1;9;1;2;30; ; ; ; ; ;5; ; ;4;5;,495263
3077;2;5674;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;1;2;2;4;3;2;1;3;2;2;4;2;1;2;2;2;47; ; ; ; ; ;9; ; ;4;5;,792978
3077;2;5675;(A) openly available for all users without registration (CC BY 4.0);2;1;2;1;1;1;2;4;3;3;2;1;3;2;2;3;2;2;1;1;1;58; ; ; ; ; ;3; ; ;5;5;,940335
3077;2;5676;(A) openly available for all users without registration (CC BY 4.0);2;2;2;1;1;1;1;2;1;1;2;2;9;9;2;2;2;4;2;1;1;21; ; ; ; ; ;5; ; ;4;5;,523009
